# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=123456
# chain_id=2
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_treatment_2.csv
# diagnostic_file=stan_diagnostics/LCC9_treatment_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
394.09,0.992457,0.0323071,2,7,0,-391.268,-3.10551,9.58019,-3.16365,7.40662,-4.97242,40.4453,1.91383,-20.8618,187.21,212.733,8.83594,82.2019
394.525,0.996152,0.0467217,3,7,0,-393.264,-3.1133,9.57784,-3.13451,7.4134,-1.09149,-17.2012,-1.86695,14.2108,106.018,53.1562,18.3453,96.9237
394.48,0.337061,0.0757683,3,7,0,-392.57,-3.1185,9.58263,-3.25394,7.4094,8.33401,17.9748,-0.617317,19.0733,-26.5381,135.535,-17.6979,-115.34
394.761,0.992844,0.0168227,5,47,0,-393.695,-3.11225,9.5792,-3.23216,7.41265,-1.41867,33.2411,-1.95323,-7.03969,163.301,120.66,-10.9861,128.869
394.756,0.964164,0.0292832,4,23,0,-393.539,-3.11584,9.58094,-3.24336,7.41405,13.1501,-16.422,-0.0745524,6.23293,134.805,147.642,-14.1481,106.483
394.04,0.883067,0.0480468,3,15,0,-391.52,-3.10195,9.57511,-3.22941,7.3989,-15.2138,47.6591,-1.56519,-3.17685,30.2774,3.03988,-12.295,-129.348
393.321,0.831953,0.0621078,2,3,0,-392.856,-3.09589,9.57428,-3.23202,7.39642,3.18904,-8.35248,0.90956,8.83085,120.221,50.7605,-14.6742,-72.6163
394.046,0.966498,0.0690204,3,7,0,-392.315,-3.10218,9.57323,-3.24531,7.40419,-12.5232,-17.2081,-0.270756,14.0248,125.847,-43.0897,-17.4216,32.9088
394.046,0.0698012,0.117993,3,7,0,-392.94,-3.10218,9.57323,-3.24531,7.40419,8.35718,22.4897,0.293673,-11.6297,125.847,-43.0897,-17.4216,32.9088
393.378,0.999657,0.0121382,5,31,0,-392.7,-3.1117,9.56782,-3.15596,7.41483,-0.0149298,2.66309,2.04588,7.56603,26.4802,-296.194,7.93306,103.676
394.238,0.997122,0.0233391,4,23,0,-392.17,-3.10402,9.57345,-3.15437,7.40061,-5.99907,-60.389,0.760985,9.3106,-11.0023,-68.7284,10.9149,-116.186
392.719,0.959811,0.0443734,3,7,0,-392.038,-3.10578,9.56642,-3.14053,7.41286,1.08228,26.9684,0.855181,-8.9713,99.2056,-264.897,11.1381,155.063
392.438,0.931644,0.0747982,3,15,0,-391.014,-3.12162,9.59115,-3.21304,7.41661,-3.43455,49.0906,1.83,1.62672,214.855,498.928,-7.82426,134.176
392.429,0.142858,0.115065,3,7,0,-390.245,-3.14896,9.58951,-3.22147,7.42822,7.11787,20.0034,-0.277889,-21.5963,-247.206,43.611,-10.5967,-139.296
394.239,0.999966,0.016131,5,31,0,-391.853,-3.1046,9.57847,-3.1954,7.40781,6.51298,-52.1638,-1.92177,-13.0877,221.703,174.77,-0.890631,133.294
395.06,0.994189,0.03073,3,15,0,-391.685,-3.11576,9.57776,-3.15855,7.41392,19.9407,16.0346,-2.44154,-10.3681,63.8598,15.2525,12.0154,64.4421
394.242,0.874401,0.0570161,3,15,0,-393.807,-3.12073,9.58384,-3.23728,7.41946,-8.71325,-3.54148,0.0418278,1.38842,187.259,234.888,-12.82,199.882
394.756,0.791371,0.073547,3,7,0,-393.033,-3.13029,9.58498,-3.20391,7.42333,5.5887,18.3525,-3.33626,7.03024,41.6487,140.694,-1.33284,101.874
393.641,0.940857,0.0741053,2,3,0,-393.574,-3.14046,9.58449,-3.24626,7.42986,-1.58554,3.49361,0.260599,-3.30152,-78.7241,-7.77161,-16.5861,84.6804
394.427,0.923243,0.115343,2,3,0,-393.221,-3.12127,9.58444,-3.18123,7.40873,-11.5637,16.8388,-1.45553,5.50906,-76.4928,149.659,4.80155,-168.843
394.427,3.52704e-28,0.169425,1,2,1,-389.479,-3.12127,9.58444,-3.18123,7.40873,-17.112,19.6771,-1.56048,27.9127,-76.4928,149.659,4.80155,-168.843
394.853,0.967717,0.0176858,4,31,0,-391.305,-3.1084,9.57869,-3.20384,7.40806,-16.2407,53.1357,0.618307,-15.4833,137.14,124.004,-2.21389,56.489
393.56,0.966118,0.0297597,4,31,0,-391.699,-3.1199,9.57152,-3.12047,7.41457,-2.45267,44.5274,-1.47023,-14.5295,-106.667,-256.523,19.7815,-46.9822
393.278,0.994865,0.0494238,4,15,0,-391.638,-3.11019,9.56717,-3.14254,7.41019,-2.86637,-13.9569,2.88233,12.6947,-45.2174,-322.021,11.7374,-7.49958
393.243,0.0744333,0.0881757,3,15,0,-390.714,-3.12438,9.59,-3.17004,7.41129,-20.0757,-0.174399,-0.520002,-8.29988,-3.58532,334.743,6.78558,-111.315
393.618,0.99554,0.0122644,6,63,0,-391.638,-3.10225,9.57478,-3.1261,7.40732,14.3499,-23.1253,-0.604352,-12.4553,182.259,58.9036,18.6066,123.907
