# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=12345
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_vehicle_3.csv
# diagnostic_file=stan_diagnostics/LCC9_vehicle_3.csv
# append_samples=0lp_lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
283.393,0.974883,0.562449,4,15,0,-282.379,-3.22245,9.56145,-2.52488,7.4058,-7.0373,84.1376,-2.04286,2.96864,23.4241,15.1863,-16.3872,-74.9927
284.423,0.765775,0.60276,3,7,0,-282.888,-3.29438,9.57983,-2.46138,7.46318,16.9825,-68.1193,-11.6524,-52.5795,-15.6882,-26.9361,9.06697,52.4609
283.609,0.589696,0.594918,2,7,0,-282.103,-3.24576,9.56859,-2.40632,7.41666,42.9637,-38.7726,-12.8713,-30.0969,-23.7494,10.7076,22.7875,-78.9474
283.609,0.499801,0.547879,2,7,0,-279.758,-3.24576,9.56859,-2.40632,7.41666,76.4792,-85.8461,6.71665,18.4926,-23.7494,10.7076,22.7875,-78.9474
284.546,0.404612,0.487045,3,7,0,-275.769,-3.23992,9.56429,-2.49234,7.41609,60.3094,198.055,9.3546,-88.6654,-15.4821,-14.9825,-3.29275,-75.5591
284.804,0.916674,0.417076,3,7,0,-284.019,-3.24477,9.55921,-2.4619,7.42957,-3.69748,-41.5994,-1.96635,-52.4946,5.25771,-49.0966,6.21959,0.292835
284.62,0.947718,0.436849,4,15,0,-283.294,-3.28153,9.571,-2.47413,7.45741,-15.6981,86.3866,9.99536,-7.79436,-11.4601,-58.3467,3.98957,55.8126
281.656,0.525521,0.46317,3,7,0,-279.423,-3.31511,9.57515,-2.44137,7.48382,-14.3386,-95.674,-8.42475,-62.3729,-51.1706,-112.336,9.40266,97.3121
280.847,0.973683,0.415977,2,7,0,-279.017,-3.30532,9.56749,-2.40439,7.48215,-32.911,41.5633,-23.0601,33.2034,-35.0613,-119.199,18.3491,109.696
280.795,0.700612,0.445558,3,7,0,-274.814,-3.30957,9.56356,-2.47825,7.46468,30.0607,22.5872,-48.7854,-89.8444,-181.61,-243.863,-5.97341,-52.8211
283.504,1,0.428677,3,7,0,-280.825,-3.28863,9.57003,-2.44624,7.46784,-53.8021,-69.2633,-20.3127,1.58402,-2.98119,-69.5903,10.5676,96.4726
283.897,0.943715,0.463918,2,7,0,-281.578,-3.30061,9.60082,-2.49508,7.45066,15.1215,-88.7918,17.9755,55.0764,-19.5667,94.6177,0.640156,-40.4293
284.388,1,0.491064,2,3,0,-283.73,-3.29609,9.5948,-2.4871,7.44883,-17.8637,58.9439,-4.14737,-1.09705,-31.9756,60.0513,3.12051,-43.7623
282.822,0.575082,0.531403,1,3,0,-280.158,-3.29738,9.59166,-2.4441,7.47455,-23.8146,-43.5479,20.9115,85.6825,79.71,83.9475,13.3576,149.425
282.832,0.889787,0.486682,3,7,0,-278.75,-3.27893,9.59828,-2.52062,7.42931,58.7607,-61.8483,34.31,-9.68087,-17.4986,138.362,-10.1913,-114.668
285.163,1,0.504348,2,3,0,-283.074,-3.27706,9.57993,-2.51807,7.44526,-8.10286,-107.197,5.17232,46.6304,-7.87412,9.94112,-7.57159,-1.61364
278.607,0.587027,0.54575,3,7,0,-277.931,-3.17592,9.52084,-2.39648,7.39724,17.9873,51.7834,-2.96169,-26.9622,65.8716,-141.987,9.18766,27.3349
281.044,0.499289,0.502193,2,3,0,-276.902,-3.19828,9.53608,-2.40952,7.39173,-16.8973,-154.76,7.43173,-55.531,-19.7201,-112.628,11.8699,-88.9399
282.991,0.982033,0.44649,3,7,0,-278.846,-3.23235,9.55833,-2.39909,7.40806,48.3893,-2.53264,30.9655,-87.6236,-34.7572,-31.4779,22.2795,-93.7654
283.737,1,0.47974,2,3,0,-282.882,-3.22901,9.56337,-2.41397,7.41821,1.26496,-14.5053,14.993,-48.4572,51.0631,38.766,19.8226,1.71699
283.167,0.896026,0.519095,3,7,0,-281.934,-3.25626,9.57239,-2.58274,7.44499,-29.6242,-2.76416,-4.30063,64.3355,100.179,39.6044,-33.1628,113.697
284.103,0.764633,0.539226,2,7,0,-282.529,-3.26346,9.56871,-2.54652,7.4507,30.364,18.9621,-25.7994,1.23246,58.7336,-20.7744,-20.3684,106.427
282.884,0.244346,0.53201,2,7,0,-280.677,-3.24195,9.56368,-2.52282,7.4468,47.4307,59.0272,20.0205,-11.7781,148.49,34.5046,-16.126,180.84
279.473,0.9365,0.428067,3,7,0,-278.889,-3.27321,9.55287,-2.6016,7.44201,-2.96682,53.1982,-9.8723,-11.5708,-166.291,-296.387,-49.3525,-85.3599
282.39,1,0.451783,2,3,0,-279.476,-3.25293,9.57088,-2.56315,7.45171,-14.1545,90.4679,29.0458,-38.8155,154.22,60.7204,-28.7158,192.152
282.724,0.957314,0.488813,3,7,0,-281.298,-3.27058,9.56849,-2.43775,7.4214,-6.87566,-36.0899,25.82,25.0235,-142.205,-93.4039,11.0677,-174.744
282.057,0.96488,0.520094,3,7,0,-280.765,-3.23247,9.54592,-2.49915,7.44345,-51.1002,23.4317,2.67619,-4.93145,97.5045,-97.2098,-12.8613,157.363
282.818,0.933218,0.555005,2,7,0,-280.333,-3.25591,9.5706,-2.58636,7.42107,3.15019,-129.502,6.12404,21.6361,-68.6791,-42.3404,-35.4449,-133.13
284.544,1,0.584948,2,3,0,-282.641,-3.25875,9.56279,-2.44844,7.42975,-14.6834,-31.8591,28.7099,39.4049,-58.4527,-75.9902,10.5112,-62.9233
280.772,0.0768491,0.632824,3,7,0,-277.256,-3.25767,9.54353,-2.55225,7.4429,-28.4744,22.7297,39.3105,-51.7405,-84.136,-274.703,-32.5131,6.66219
284.047,1,0.476996,2,7,0,-280.326,-3.23939,9.5571,-2.47012,7.43918,16.6118,-87.9506,-30.2383,72.2812,78.6855,-25.7428,1.85879,101.664
282.95,0.949976,0.516041,2,3,0,-282.679,-3.25385,9.5462,-2.48719,7.43738,12.8634,23.9156,8.1234,5.70051,-68.2691,-202.244,-7.27141,-12.9102
282.95,0.260765,0.547445,2,7,0,-278.421,-3.25385,9.5462,-2.48719,7.43738,71.6412,-20.9712,35.7163,-0.224184,-68.2691,-202.244,-7.27141,-12.9102
282.945,1,0.443506,3,7,0,-280.944,-3.23032,9.55383,-2.39272,7.43178,9.97516,-80.1198,-12.1531,65.1906,67.2104,-15.6546,23.721,72.0715
281.932,0.820007,0.479795,2,3,0,-281.46,-3.2419,9.54946,-2.37142,7.41701,19.7273,39.6169,-6.60571,-3.93167,-73.1695,-112.66,27.7853,-86.5988
281.084,0.85341,0.483762,1,1,0,-280.783,-3.24384,9.54548,-2.3615,7.41812,17.5657,5.09787,-0.743871,28.3479,-90.5931,-143.353,28.7153,-92.5939
284.207,0.98547,0.494171,3,7,0,-281.205,-3.26864,9.57256,-2.50569,7.42632,46.7374,-35.6267,33.1913,0.716878,-100.696,-58.4356,-6.85888,-136.551
283.96,0.31566,0.531543,3,11,0,-280.872,-3.30463,9.5834,-2.53335,7.46582,74.3153,6.54515,-14.4699,32.046,-53.0888,-58.054,-14.0371,30.9299
283.662,0.763063,0.440052,3,7,0,-282.719,-3.30388,9.59554,-2.46304,7.44744,-40.3029,9.61346,-10.5278,-2.56604,-81.3924,26.4091,9.41568,-93.254
284.68,1,0.433931,3,7,0,-283.413,-3.27504,9.58336,-2.4498,7.44901,-5.71386,91.707,6.40266,9.42669,39.7808,64.6843,13.6568,46.213
278.553,0.264346,0.469396,3,7,0,-273.916,-3.18547,9.52833,-2.38504,7.3774,36.7334,-38.7926,4.87293,139.738,-46.8492,-143.867,13.6059,-134.941
282.989,0.974569,0.380941,3,15,0,-276.634,-3.24462,9.55592,-2.37462,7.43357,-94.4608,85.9177,-19.9368,54.5084,10.344,-46.8834,29.9046,22.4551
284.328,0.960441,0.408,3,7,0,-280.88,-3.25713,9.58215,-2.51147,7.42395,8.47928,57.6575,31.3831,-82.8684,8.74605,85.7688,-6.98827,-69.3911
283.561,0.694568,0.434567,3,7,0,-281.816,-3.26788,9.57462,-2.4918,7.46113,-10.4339,-89.7585,-17.5475,18.7621,111.566,45.6924,-3.15842,173.052
281.785,0.947119,0.417224,3,7,0,-279.702,-3.27865,9.56916,-2.61895,7.44689,38.9221,89.4111,-4.91864,-35.0967,-79.2851,-137.064,-47.7665,-27.5207
283.039,0.633691,0.442074,2,3,0,-278.94,-3.25429,9.57559,-2.59204,7.43909,-22.2611,25.6582,40.7573,-73.173,96.0928,70.9441,-35.9055,76.8489
282.84,0.955233,0.414472,3,7,0,-281.211,-3.31176,9.58901,-2.42592,7.4535,1.95808,14.4027,31.0736,2.05252,-119.441,-44.2737,18.5516,-92.5112
283.901,0.997198,0.440541,3,7,0,-282.52,-3.30609,9.58673,-2.49096,7.45236,1.34099,-65.8888,-20.8453,-17.4969,-117.496,-55.4421,-0.344183,-88.7311
281.488,0.902033,0.475967,2,7,0,-279.238,-3.26463,9.56295,-2.38508,7.46526,23.1795,-82.4437,23.7656,-25.5568,78.629,-16.2863,24.8812,162.117
283.503,0.923805,0.495491,2,3,0,-279.7,-3.25089,9.55768,-2.4094,7.44529,47.1505,102.048,-20.3252,-58.1296,40.3072,-44.6122,20.203,81.3595
282.728,0.882149,0.520206,3,7,0,-280.38,-3.24454,9.57889,-2.5715,7.41631,17.5626,-105.859,-0.0932415,58.0738,32.5108,104.22,-29.7183,-80.0647
282.728,0.0122049,0.537346,2,3,0,-277.348,-3.24454,9.57889,-2.5715,7.41631,-58.1385,53.8117,35.9496,-81.6556,32.5108,104.22,-29.7183,-80.0647
285.125,0.992914,0.395431,3,7,0,-282.107,-3.27681,9.57827,-2.50105,7.44021,31.2963,38.5178,-25.2649,-82.2654,-43.4293,-13.5304,-2.56347,-47.9515
284.03,0.793788,0.426493,2,7,0,-280.582,-3.29117,9.57015,-2.45847,7.45485,18.3833,44.8355,-28.5541,-92.8867,-85.5832,-111.444,7.63447,-18.7607
283.062,0.913405,0.425646,2,7,0,-281.208,-3.28259,9.60126,-2.45514,7.43923,25.0265,102.809,-3.71781,-19.959,29.762,160.114,11.5864,-33.3732
283.979,0.908123,0.445062,2,3,0,-281.259,-3.27203,9.58881,-2.43142,7.43656,-25.582,108.722,6.04857,-61.0204,17.3443,98.2023,18.8613,-24.1784
283.587,0.985738,0.4644,3,7,0,-283.027,-3.28682,9.59422,-2.4369,7.43845,4.44648,19.2796,10.3332,-40.8801,-31.7027,79.0519,17.2507,-73.925
284.64,0.957269,0.499439,3,7,0,-283.178,-3.28443,9.58355,-2.51011,7.45932,7.30874,76.722,17.2875,-25.6355,44.6856,40.0179,-5.39484,89.2814
284.108,0.643259,0.531186,2,7,0,-282.646,-3.2648,9.56224,-2.42415,7.43546,-48.5448,-15.7718,-7.8038,35.5406,-63.1939,-87.902,17.3228,-48.0634
282.063,0.789345,0.49994,4,15,0,-278.32,-3.23562,9.54855,-2.57723,7.42522,-67.9611,97.0216,-13.4556,8.78107,-13.7941,-159.805,-37.2718,-10.7938
282.394,0.805543,0.498071,3,7,0,-279.583,-3.25721,9.57884,-2.38511,7.41663,-35.4389,-57.9789,20.4944,74.5382,-40.4633,45.9203,28.6934,-110.04
283.832,0.980406,0.499345,3,7,0,-281.7,-3.28804,9.57731,-2.54685,7.46444,-7.73832,-93.0251,20.8975,30.6461,19.8118,-33.436,-19.5451,106.454
283.278,0.437229,0.535864,2,3,0,-282.706,-3.27965,9.58199,-2.54111,7.46489,-11.3496,14.8253,8.08982,-44.0614,105.929,62.2088,-18.1166,172.629
281.529,0.981911,0.465525,3,7,0,-280.121,-3.32662,9.57895,-2.47622,7.47866,23.3029,-40.1109,-23.6768,-6.63929,-136.424,-161.298,-1.36246,5.95986
283.234,0.963379,0.499855,2,3,0,-281.104,-3.30007,9.59786,-2.45176,7.46894,11.6367,-22.0257,-2.70194,101.518,65.9357,110.742,12.719,106.309
285.206,0.866131,0.53285,3,7,0,-281.894,-3.25976,9.56843,-2.48011,7.44016,-12.5839,-11.5676,8.89477,126.527,15.2505,-16.7475,2.70503,25.8023
284.375,0.632336,0.546936,2,7,0,-283.428,-3.28121,9.57947,-2.44228,7.45848,1.45807,63.266,4.39813,43.0898,34.4613,24.0159,14.9156,79.9045
283.155,0.520017,0.512628,1,1,0,-282.97,-3.27351,9.58314,-2.44357,7.46226,12.7675,-0.861123,4.00762,20.7875,113.595,97.119,12.6689,155.665
284.922,0.946711,0.459963,3,7,0,-283.509,-3.28735,9.58345,-2.52336,7.45358,-41.6054,-41.3179,15.0341,-5.93276,-8.35084,8.43197,-9.088,21.4245
283.316,0.922097,0.487143,3,7,0,-282.762,-3.3144,9.59439,-2.43406,7.47146,7.89718,36.0265,3.94749,-40.6845,-20.7837,21.2603,17.9703,43.4936
284.605,0.989366,0.511009,3,7,0,-283.17,-3.24353,9.56303,-2.53099,7.42533,18.2486,-61.1788,17.1439,-37.8403,8.57629,-31.8096,-15.5231,-22.3377
284.414,0.895002,0.550224,3,7,0,-283.385,-3.2686,9.56207,-2.51166,7.44854,28.6054,-44.2514,-12.3857,-25.6981,-24.6228,-109.326,-9.7288,35.3636
282.99,0.593846,0.571116,3,7,0,-281.886,-3.30001,9.59589,-2.46827,7.47381,-16.2688,62.9059,3.89484,-45.9979,84.7558,105.904,6.71698,145.885
280.734,0.790487,0.527385,3,7,0,-280.121,-3.30729,9.60296,-2.51128,7.48491,8.84915,11.8885,-3.36776,-52.861,147.051,161.337,-10.0933,233.435
281.611,0.968462,0.525645,3,11,0,-279.249,-3.19374,9.54602,-2.42193,7.38908,51.2846,-7.45538,24.9131,24.8266,30.3865,-19.5846,10.3822,-70.0259
282.079,0.89454,0.561375,2,3,0,-281.188,-3.1945,9.54622,-2.42968,7.40102,-25.6908,1.32792,-6.68095,51.5616,86.271,-0.153454,8.93669,12.4938
281.774,0.569175,0.582568,3,11,0,-280.63,-3.31802,9.61372,-2.52462,7.47434,48.3804,-9.85961,4.06627,-12.1134,76.4686,177.862,-10.4709,104.561
282.777,0.996856,0.532866,4,15,0,-280.286,-3.30754,9.6029,-2.53826,7.47178,48.0947,-99.1776,5.10312,-10.1275,73.0292,129.776,-14.6908,119.506
280.781,0.241034,0.575366,3,11,0,-276.9,-3.25529,9.5531,-2.45135,7.40933,50.7199,-19.1566,-37.04,-44.2835,-188.395,-186.114,0.534277,-225.264
284.224,0.955362,0.463413,2,7,0,-280.351,-3.27191,9.58734,-2.50596,7.42909,87.6882,32.5667,8.93212,-17.756,-30.0746,70.5751,-4.57442,-97.4363
284.19,0.984767,0.492387,3,7,0,-283.25,-3.24773,9.55389,-2.49783,7.43889,-7.80362,-32.5211,-21.5065,-0.895053,13.9929,-102.439,-7.08448,51.0015
283.664,0.935683,0.529157,2,3,0,-282.965,-3.24499,9.57657,-2.52083,7.41295,-5.4681,57.1145,-0.887217,-34.6335,-5.75807,68.6171,-12.2296,-110.361
284.573,0.929177,0.557943,3,7,0,-281.989,-3.27381,9.57124,-2.52251,7.45506,-27.8941,63.0738,31.7805,-4.47062,26.2174,-34.8556,-11.4119,85.9365
284.701,0.333711,0.586802,3,7,0,-282.184,-3.27627,9.58005,-2.43614,7.44207,-36.0742,34.6788,-27.7965,-49.5875,-17.8804,18.3307,17.4586,-21.0818
285.103,0.946156,0.489999,3,7,0,-284.002,-3.25558,9.57523,-2.48746,7.43075,-29.7738,28.0024,18.6168,7.83228,22.0067,44.2043,1.12739,-15.0511
283.252,0.726962,0.518747,3,7,0,-282.382,-3.26237,9.55229,-2.51239,7.44749,-9.22784,-71.1783,-6.22095,18.1619,-38.7979,-175.546,-13.7033,39.7342
283.139,0.761921,0.504475,2,3,0,-280.986,-3.25509,9.55213,-2.53355,7.44527,21.6463,-66.657,-5.8081,80.9468,-5.23689,-155.72,-20.6695,64.436
282.218,0.605353,0.497287,3,7,0,-280.244,-3.3099,9.59632,-2.46892,7.44154,13.1837,-104.416,-14.4382,-13.7463,-148.149,-10.4873,4.75025,-175.198
282.251,0.891104,0.461375,3,7,0,-280.92,-3.24665,9.5675,-2.4803,7.45482,26.1179,6.64307,-13.1338,-61.3303,168.781,68.265,-3.29642,215.128
282.023,0.947459,0.47813,2,7,0,-279.312,-3.26106,9.57581,-2.46971,7.46376,-72.5071,39.8404,6.46591,-5.39955,166.135,95.2447,0.967662,225.301
283.251,0.873984,0.506412,3,15,0,-281.65,-3.29411,9.6019,-2.55125,7.45195,40.3867,58.4532,-2.89197,43.3749,39.2027,148.179,-18.2196,11.1319
285.048,0.884048,0.521322,2,3,0,-282.994,-3.27756,9.58114,-2.51771,7.45009,-40.9074,75.8346,-16.0415,-17.8053,23.733,30.5147,-7.45814,41.9306
284.066,0.415508,0.538758,3,7,0,-282.805,-3.2601,9.57119,-2.44036,7.42168,43.0142,-37.0706,8.78923,21.8669,-69.5848,-24.8222,13.3203,-114.241
283.746,0.984316,0.464489,2,3,0,-283.109,-3.25698,9.57986,-2.44867,7.4176,-15.4093,-54.8533,8.04452,-3.85074,-34.8527,53.2633,11.3446,-114.451
281.691,0.767779,0.499007,2,3,0,-281.081,-3.25318,9.58182,-2.46338,7.40347,28.3341,-0.40354,-9.60666,-21.5014,-80.342,58.1695,2.7925,-207.845
284.161,0.932378,0.493024,3,7,0,-280.085,-3.25698,9.56942,-2.54496,7.44626,-54.7453,-88.7845,-18.2842,73.8125,79.6864,10.8244,-19.6986,105.918
283.586,0.988177,0.519114,3,7,0,-283.082,-3.23659,9.55594,-2.42747,7.43787,17.4948,-16.45,10.246,-28.0721,76.2173,-18.3873,14.2961,95.3144
284.462,0.930588,0.55849,3,7,0,-282.034,-3.24534,9.56658,-2.50072,7.4394,-8.28283,117.71,-10.7615,-38.199,93.4749,30.8708,-5.60743,97.471
284.605,1,0.587613,3,7,0,-284.02,-3.249,9.56708,-2.48709,7.4416,11.2853,-17.5533,13.1035,-32.1931,82.9717,24.067,-0.911921,94.3311
285.016,0.928076,0.635046,2,7,0,-284.79,-3.26057,9.57624,-2.47049,7.441,-0.270079,-39.048,-1.20779,-8.07756,51.1482,52.6121,6.56849,44.514
284.58,0.142181,0.667485,3,7,0,-283.266,-3.23953,9.56474,-2.47468,7.43297,-7.45401,71.9385,2.74676,53.7592,80.4624,29.5324,2.54583,67.6341
282.971,0.33594,0.517917,2,7,0,-279.371,-3.26778,9.57656,-2.5607,7.45827,-20.5355,-108.85,10.4402,-90.5102,121.725,54.8237,-25.8373,175.724
283.356,0.989848,0.433123,3,7,0,-281.517,-3.30215,9.60053,-2.53822,7.46565,15.6401,83.0482,19.5131,26.9389,59.1434,121.861,-13.9894,88.1992
284.069,0.476854,0.466254,2,3,0,-281.502,-3.30974,9.58592,-2.48888,7.46661,-59.9437,9.23189,-19.3549,-38.4047,-63.8966,-48.0008,0.66021,12.6844
284.876,1,0.411748,3,7,0,-283.86,-3.2799,9.58395,-2.50384,7.43865,29.0225,-65.6483,-1.32963,-11.9754,-43.5834,19.657,-3.06248,-66.8583
283.341,0.984013,0.444975,3,7,0,-282.521,-3.31291,9.59304,-2.54679,7.47314,14.1847,5.2273,20.9281,-0.717711,-12.4474,5.46255,-17.8799,75.3957
281.296,0.908307,0.477914,2,3,0,-280.75,-3.32512,9.61761,-2.55497,7.46315,10.3939,-26.903,15.4608,1.74409,-18.7959,148.616,-20.4254,-36.0462
280.723,0.92236,0.498504,1,1,0,-280.563,-3.32421,9.61889,-2.56667,7.46038,7.64335,-30.8534,-0.848054,-0.469654,-22.6937,161.086,-25.0567,-55.7918
281.932,1,0.522798,4,15,0,-279.759,-3.33073,9.59469,-2.52449,7.48786,13.7953,-86.7521,24.8343,-10.3318,-36.4332,-37.5517,-13.1955,106.622
280.916,0.545582,0.56493,1,1,0,-280.657,-3.34127,9.59176,-2.52217,7.48651,17.4545,16.8818,5.47009,-12.6201,-133.645,-125.903,-14.978,22.644
282.615,0.924067,0.512337,3,7,0,-279.15,-3.31474,9.60239,-2.46948,7.47938,-41.445,-48.9363,-29.3633,68.9138,58.1098,100.713,6.75227,128.424
283.039,0.674692,0.537642,3,11,0,-281.518,-3.21293,9.54295,-2.4665,7.40831,-27.2118,0.414057,15.1888,-64.3415,8.85944,-100.455,-1.21888,-33.4103
281.005,0.926133,0.512488,2,3,0,-280.619,-3.19147,9.55413,-2.42323,7.3837,0.384269,30.2517,8.87791,-25.8177,48.5439,48.5657,9.86665,-83.1718
282.736,0.828636,0.53822,3,7,0,-279.38,-3.31468,9.57733,-2.49971,7.47044,27.939,-111.35,22.3193,-48.4346,-119.987,-145.202,-6.74308,-1.88285
281.669,0.52992,0.544396,3,7,0,-278.224,-3.27288,9.59071,-2.36679,7.42901,-58.2436,86.7817,15.4697,-48.0139,-14.7586,93.2454,35.0757,-71.8813
284.51,0.9977,0.490793,2,3,0,-281.789,-3.26951,9.57571,-2.41978,7.44189,-14.5459,68.4056,29.3883,-53.1949,-0.0549585,14.2949,21.5943,2.92761
283.367,0.927793,0.529828,3,7,0,-282.584,-3.28214,9.56848,-2.422,7.46446,1.37013,-36.2597,17.9078,18.8604,9.6007,-54.0233,17.7191,95.2558
279.92,0.281857,0.556762,3,7,0,-276.831,-3.23264,9.57529,-2.53299,7.39024,73.6668,-43.3185,-6.3261,37.266,-69.19,67.2973,-23.8817,-249.479
275.687,0.683325,0.456249,3,7,0,-273.916,-3.21435,9.51457,-2.34772,7.40304,-40.252,46.6536,20.2264,15.6593,-116.972,-285.613,18.2024,-109.381
281.191,0.91214,0.436391,3,7,0,-274.977,-3.21539,9.54019,-2.3592,7.42185,19.428,183.151,-14.662,73.0255,43.336,-74.9923,28.9308,44.8622
283.446,0.749273,0.455825,3,7,0,-279.942,-3.22212,9.55808,-2.41067,7.41773,-56.4456,55.5982,-26.8288,-46.6818,63.4325,22.5799,19.5093,21.1836
279.198,0.900073,0.447197,3,7,0,-276.924,-3.23942,9.55842,-2.65743,7.42794,-12.0621,78.8961,-25.8224,35.3033,36.4729,-87.1148,-66.7986,18.7165
276.948,0.782494,0.464939,4,15,0,-275.734,-3.35397,9.60528,-2.31765,7.48777,-9.60587,-39.7203,-23.9486,4.22801,-92.775,-17.9844,44.4247,-3.68788
281.008,0.912351,0.462005,2,7,0,-273.068,-3.30187,9.58209,-2.45504,7.48925,32.6894,-101.548,-52.8358,-85.2003,85.6077,14.0739,4.89453,226.471
283.03,0.999489,0.482598,3,7,0,-280.879,-3.29608,9.59802,-2.52969,7.43814,-5.32522,119.174,1.04634,29.1996,-82.4958,62.855,-12.6188,-140.434
283.723,0.795707,0.521275,3,7,0,-281.28,-3.27907,9.56326,-2.53182,7.44937,35.4944,27.066,31.0742,-29.2517,-85.7276,-157.877,-17.2869,-16.2963
282.641,0.209325,0.520614,2,3,0,-280.845,-3.25447,9.57544,-2.4876,7.45579,30.0917,76.7694,18.2039,-8.43534,167.273,106.696,-3.60673,201.619
282.539,1,0.415041,3,7,0,-281.585,-3.3019,9.56817,-2.45464,7.45658,41.0527,-7.14308,-9.85555,7.93172,-148.741,-172.405,5.60104,-65.2044
282.409,1,0.448385,2,7,0,-280.369,-3.30349,9.59936,-2.45303,7.47621,1.72944,-116.533,4.37482,-25.1529,90.9159,122.573,10.997,150.427
283.215,0.988092,0.484394,2,3,0,-282.168,-3.31164,9.60381,-2.46363,7.46982,-43.3193,3.25891,10.3844,-5.01739,32.3728,106.634,9.94365,67.7987
284.016,0.721433,0.520892,3,7,0,-282.068,-3.29782,9.59715,-2.54049,7.45658,52.9224,-35.9495,-17.0701,-0.807122,14.0847,90.4433,-14.0466,20.1177
283.596,0.538982,0.505603,2,3,0,-282.573,-3.28552,9.58902,-2.49488,7.4659,3.3533,62.2077,-15.0292,23.6158,101.014,100.789,-1.72691,150.027
282.344,0.46645,0.457562,2,7,0,-280.451,-3.31678,9.58841,-2.43636,7.45395,46.5379,46.7265,15.6099,31.4652,-151.614,-73.8732,14.1547,-118.043
284.124,0.970215,0.40273,3,7,0,-282.121,-3.29806,9.58033,-2.53192,7.45329,-61.42,25.329,9.60498,-11.9716,-101.023,-82.4822,-13.8706,-54.1888
283.774,0.997954,0.430105,3,7,0,-282.815,-3.30185,9.59651,-2.47245,7.46791,30.2775,-47.7195,11.4988,4.09355,45.7647,89.1703,7.0036,89.4718
283.558,0.706126,0.464245,3,11,0,-280.215,-3.28375,9.57273,-2.40894,7.44196,72.7013,-58.0943,11.9699,-32.8643,-88.3948,-67.1887,22.7004,-70.2007
284.262,0.877277,0.448001,3,7,0,-282.717,-3.24632,9.55831,-2.53195,7.42548,34.025,1.7332,-19.9872,42.6948,-33.7838,-94.1532,-17.1938,-49.1512
284.929,0.367754,0.461669,3,7,0,-281.09,-3.26232,9.57237,-2.45355,7.43122,78.6063,9.61662,-18.9971,44.9402,-29.0504,-7.93974,11.1058,-51.0977
283.637,0.833781,0.391295,2,7,0,-280.01,-3.26149,9.56943,-2.58773,7.43646,23.3515,13.4818,-42.5694,42.8497,-13.2192,-47.7171,-34.3005,-16.0617
283.057,0.985995,0.396569,2,3,0,-282.767,-3.25289,9.57371,-2.59949,7.42968,3.73341,15.222,11.1825,-15.1219,31.8343,31.9539,-38.5762,-16.4218
283.447,0.965068,0.426065,3,7,0,-281.303,-3.27037,9.56475,-2.5666,7.4521,10.4161,-44.5857,-32.8193,-13.8564,-2.23396,-102.581,-28.5815,69.5457
284.734,0.422457,0.454085,2,7,0,-281.237,-3.28013,9.57684,-2.52515,7.45613,36.5038,113.823,23.7126,28.431,19.9901,-11.3987,-11.0515,72.0225
285.193,0.990118,0.393071,2,3,0,-284.627,-3.28077,9.58088,-2.50264,7.44816,6.40264,-12.3977,-10.6065,41.9643,-10.0036,8.63804,-2.4522,4.85866
284.484,0.564838,0.422958,2,7,0,-282.44,-3.25531,9.58261,-2.49753,7.43269,-20.1906,-59.214,3.72531,-83.5564,71.861,118.552,-2.13623,19.3149
281.846,0.833999,0.386678,4,15,0,-280.055,-3.22372,9.53635,-2.42217,7.41229,-52.8431,49.9847,9.67774,-5.91387,-57.2478,-176.996,9.61883,-66.091
282.098,0.900287,0.391917,3,15,0,-279.605,-3.21697,9.53941,-2.44342,7.42939,-3.67309,-47.6394,17.1474,-93.4577,76.8925,-99.8659,3.87848,99.6506
283.025,0.725107,0.407439,4,15,0,-278.626,-3.27348,9.59961,-2.47429,7.43958,-2.68062,2.44836,-2.57283,-150.703,79.6076,194.584,5.14977,14.0006
283.183,0.998418,0.396088,3,11,0,-281.386,-3.22656,9.54867,-2.51761,7.42976,43.373,-79.8955,-1.27551,15.1124,73.8409,-78.301,-16.1785,83.779
282.192,0.588393,0.427532,4,15,0,-279.595,-3.2516,9.57038,-2.46486,7.45799,-48.6478,-13.2193,-25.0163,48.3439,164.505,78.2437,1.9472,214.476
285.294,0.99629,0.394432,2,7,0,-280.47,-3.26572,9.57636,-2.49253,7.43928,41.3794,-49.9759,21.2355,123.516,12.2767,23.3373,0.154009,3.08149
284.679,0.977522,0.425386,3,7,0,-284.537,-3.25618,9.56019,-2.45068,7.43878,10.0559,-13.389,5.06475,-11.9152,-8.8111,-69.4519,9.75271,15.3593
284.71,0.952546,0.455474,3,11,0,-283.824,-3.28473,9.58434,-2.52723,7.4422,-12.5479,-38.4753,-7.34074,51.8936,-54.7431,3.0464,-10.6922,-65.7533
