X1,path,count,well,field,day,time,cell_type,date,treatment
1020,LCC1_egfp in co-culture_C3_2_2019y12m18d_14h00m.tif,201,C3,2,18,14,LCC1,2019-12-18T14:00:00Z,fulvestrant
1021,LCC1_egfp in co-culture_C4_2_2019y12m19d_04h00m.tif,395,C4,2,19,4,LCC1,2019-12-19T04:00:00Z,fulvestrant
1022,LCC1_egfp in co-culture_C3_2_2019y12m18d_04h00m.tif,215,C3,2,18,4,LCC1,2019-12-18T04:00:00Z,fulvestrant
1023,LCC1_egfp in co-culture_C2_9_2019y12m19d_02h00m.tif,981,C2,9,19,2,LCC1,2019-12-19T02:00:00Z,vehicle
1024,LCC1_egfp in co-culture_C4_8_2019y12m11d_02h00m.tif,212,C4,8,11,2,LCC1,2019-12-11T02:00:00Z,fulvestrant
1025,LCC1_egfp in co-culture_C2_3_2019y12m11d_04h00m.tif,365,C2,3,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
1026,LCC1_egfp in co-culture_C4_8_2019y12m11d_12h00m.tif,242,C4,8,11,12,LCC1,2019-12-11T12:00:00Z,fulvestrant
1027,LCC1_egfp in co-culture_C1_7_2019y12m16d_16h00m.tif,1033,C1,7,16,16,LCC1,2019-12-16T16:00:00Z,vehicle
1028,LCC1_egfp in co-culture_C2_3_2019y12m11d_14h00m.tif,323,C2,3,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
1029,LCC1_egfp in co-culture_C3_9_2019y12m18d_20h00m.tif,259,C3,9,18,20,LCC1,2019-12-18T20:00:00Z,fulvestrant
1030,LCC1_egfp in co-culture_C2_1_2019y12m17d_04h00m.tif,1116,C2,1,17,4,LCC1,2019-12-17T04:00:00Z,vehicle
1031,LCC1_egfp in co-culture_C2_8_2019y12m11d_20h00m.tif,267,C2,8,11,20,LCC1,2019-12-11T20:00:00Z,vehicle
1032,LCC1_egfp in co-culture_C2_1_2019y12m17d_14h00m.tif,1094,C2,1,17,14,LCC1,2019-12-17T14:00:00Z,vehicle
1033,LCC1_egfp in co-culture_C1_5_2019y12m10d_16h00m.tif,325,C1,5,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
1034,LCC1_egfp in co-culture_C2_5_2019y12m19d_00h00m.tif,1569,C2,5,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
1035,LCC1_egfp in co-culture_C2_1_2019y12m19d_08h00m.tif,1237,C2,1,19,8,LCC1,2019-12-19T08:00:00Z,vehicle
1036,LCC1_egfp in co-culture_C2_5_2019y12m19d_10h00m.tif,1472,C2,5,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
1037,LCC1_egfp in co-culture_C4_5_2019y12m12d_00h00m.tif,329,C4,5,12,0,LCC1,2019-12-12T00:00:00Z,fulvestrant
1038,LCC1_egfp in co-culture_C1_2_2019y12m10d_20h00m.tif,264,C1,2,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
1039,LCC1_egfp in co-culture_C2_6_2019y12m17d_22h00m.tif,911,C2,6,17,22,LCC1,2019-12-17T22:00:00Z,vehicle
1040,LCC1_egfp in co-culture_C4_4_2019y12m11d_10h00m.tif,185,C4,4,11,10,LCC1,2019-12-11T10:00:00Z,fulvestrant
1041,LCC1_egfp in co-culture_C4_4_2019y12m11d_00h00m.tif,168,C4,4,11,0,LCC1,2019-12-11T00:00:00Z,fulvestrant
1042,LCC1_egfp in co-culture_C1_3_2019y12m18d_02h00m.tif,1285,C1,3,18,2,LCC1,2019-12-18T02:00:00Z,vehicle
1043,LCC1_egfp in co-culture_C1_3_2019y12m18d_12h00m.tif,1306,C1,3,18,12,LCC1,2019-12-18T12:00:00Z,vehicle
1044,LCC1_egfp in co-culture_C3_5_2019y12m18d_22h00m.tif,368,C3,5,18,22,LCC1,2019-12-18T22:00:00Z,fulvestrant
1045,LCC1_egfp in co-culture_C3_2_2019y12m16d_18h00m.tif,207,C3,2,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
1046,LCC1_egfp in co-culture_C4_6_2019y12m17d_10h00m.tif,366,C4,6,17,10,LCC1,2019-12-17T10:00:00Z,fulvestrant
1047,LCC1_egfp in co-culture_C4_2_2019y12m17d_18h00m.tif,484,C4,2,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
1048,LCC1_egfp in co-culture_C2_4_2019y12m11d_22h00m.tif,367,C2,4,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
1049,LCC1_egfp in co-culture_C4_6_2019y12m17d_00h00m.tif,386,C4,6,17,0,LCC1,2019-12-17T00:00:00Z,fulvestrant
1050,LCC1_egfp in co-culture_C4_2_2019y12m17d_08h00m.tif,480,C4,2,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
1051,LCC1_egfp in co-culture_C2_3_2019y12m18d_22h00m.tif,1249,C2,3,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
1052,LCC1_egfp in co-culture_C3_2_2019y12m11d_22h00m.tif,174,C3,2,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
1053,LCC1_egfp in co-culture_C1_4_2019y12m11d_12h00m.tif,358,C1,4,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
1054,LCC1_egfp in co-culture_C4_2_2019y12m10d_22h00m.tif,222,C4,2,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
1055,LCC1_egfp in co-culture_C2_4_2019y12m16d_18h00m.tif,1155,C2,4,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
1056,LCC1_egfp in co-culture_C1_4_2019y12m11d_02h00m.tif,362,C1,4,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
1057,LCC1_egfp in co-culture_C3_7_2019y12m19d_08h00m.tif,300,C3,7,19,8,LCC1,2019-12-19T08:00:00Z,fulvestrant
1058,LCC1_egfp in co-culture_C4_3_2019y12m18d_00h00m.tif,252,C4,3,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
1059,LCC1_egfp in co-culture_C4_7_2019y12m18d_08h00m.tif,373,C4,7,18,8,LCC1,2019-12-18T08:00:00Z,fulvestrant
1060,LCC1_egfp in co-culture_C2_8_2019y12m18d_06h00m.tif,813,C2,8,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
1061,LCC1_egfp in co-culture_C3_3_2019y12m19d_00h00m.tif,299,C3,3,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
1062,LCC1_egfp in co-culture_C4_3_2019y12m18d_10h00m.tif,258,C4,3,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
1063,LCC1_egfp in co-culture_C3_3_2019y12m19d_10h00m.tif,331,C3,3,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
1064,LCC1_egfp in co-culture_C4_7_2019y12m18d_18h00m.tif,379,C4,7,18,18,LCC1,2019-12-18T18:00:00Z,fulvestrant
1065,LCC1_egfp in co-culture_C2_8_2019y12m18d_16h00m.tif,876,C2,8,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
1066,LCC1_egfp in co-culture_C4_9_2019y12m10d_16h00m.tif,246,C4,9,10,16,LCC1,2019-12-10T16:00:00Z,fulvestrant
1067,LCC1_egfp in co-culture_C2_6_2019y12m10d_18h00m.tif,251,C2,6,10,18,LCC1,2019-12-10T18:00:00Z,vehicle
1068,LCC1_egfp in co-culture_C1_6_2019y12m17d_12h00m.tif,1463,C1,6,17,12,LCC1,2019-12-17T12:00:00Z,vehicle
1069,LCC1_egfp in co-culture_C3_9_2019y12m11d_16h00m.tif,176,C3,9,11,16,LCC1,2019-12-11T16:00:00Z,fulvestrant
1070,LCC1_egfp in co-culture_C3_9_2019y12m11d_06h00m.tif,172,C3,9,11,6,LCC1,2019-12-11T06:00:00Z,fulvestrant
1071,LCC1_egfp in co-culture_C1_6_2019y12m17d_02h00m.tif,1430,C1,6,17,2,LCC1,2019-12-17T02:00:00Z,vehicle
1072,LCC1_egfp in co-culture_C3_1_2019y12m17d_16h00m.tif,296,C3,1,17,16,LCC1,2019-12-17T16:00:00Z,fulvestrant
1073,LCC1_egfp in co-culture_C3_8_2019y12m11d_22h00m.tif,150,C3,8,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
1074,LCC1_egfp in co-culture_C4_1_2019y12m16d_16h00m.tif,344,C4,1,16,16,LCC1,2019-12-16T16:00:00Z,fulvestrant
1075,LCC1_egfp in co-culture_C4_8_2019y12m10d_22h00m.tif,202,C4,8,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
1076,LCC1_egfp in co-culture_C3_1_2019y12m17d_06h00m.tif,298,C3,1,17,6,LCC1,2019-12-17T06:00:00Z,fulvestrant
1077,LCC1_egfp in co-culture_C1_4_2019y12m19d_04h00m.tif,1290,C1,4,19,4,LCC1,2019-12-19T04:00:00Z,vehicle
1078,LCC1_egfp in co-culture_C1_4_2019y12m19d_14h00m.tif,1225,C1,4,19,14,LCC1,2019-12-19T14:00:00Z,vehicle
1079,LCC1_egfp in co-culture_C2_9_2019y12m18d_22h00m.tif,926,C2,9,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
1080,LCC1_egfp in co-culture_C4_3_2019y12m10d_16h00m.tif,225,C4,3,10,16,LCC1,2019-12-10T16:00:00Z,fulvestrant
1081,LCC1_egfp in co-culture_C3_3_2019y12m11d_16h00m.tif,167,C3,3,11,16,LCC1,2019-12-11T16:00:00Z,fulvestrant
1082,LCC1_egfp in co-culture_C3_3_2019y12m11d_06h00m.tif,129,C3,3,11,6,LCC1,2019-12-11T06:00:00Z,fulvestrant
1083,LCC1_egfp in co-culture_C4_9_2019y12m18d_00h00m.tif,389,C4,9,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
1084,LCC1_egfp in co-culture_C3_9_2019y12m19d_00h00m.tif,267,C3,9,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
1085,LCC1_egfp in co-culture_C2_2_2019y12m18d_06h00m.tif,760,C2,2,18,6,LCC1,2019-12-18T06:00:00Z,vehicle
1086,LCC1_egfp in co-culture_C4_9_2019y12m18d_10h00m.tif,352,C4,9,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
1087,LCC1_egfp in co-culture_C2_2_2019y12m18d_16h00m.tif,754,C2,2,18,16,LCC1,2019-12-18T16:00:00Z,vehicle
1088,LCC1_egfp in co-culture_C3_9_2019y12m19d_10h00m.tif,269,C3,9,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
1089,LCC1_egfp in co-culture_C1_8_2019y12m10d_20h00m.tif,208,C1,8,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
1090,LCC1_egfp in co-culture_C2_5_2019y12m11d_16h00m.tif,353,C2,5,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
1091,LCC1_egfp in co-culture_C1_1_2019y12m16d_14h00m.tif,693,C1,1,16,14,LCC1,2019-12-16T14:00:00Z,vehicle
1092,LCC1_egfp in co-culture_C2_5_2019y12m11d_06h00m.tif,320,C2,5,11,6,LCC1,2019-12-11T06:00:00Z,vehicle
1093,LCC1_egfp in co-culture_C3_4_2019y12m18d_06h00m.tif,346,C3,4,18,6,LCC1,2019-12-18T06:00:00Z,fulvestrant
1094,LCC1_egfp in co-culture_C4_4_2019y12m19d_06h00m.tif,228,C4,4,19,6,LCC1,2019-12-19T06:00:00Z,fulvestrant
1095,LCC1_egfp in co-culture_C3_4_2019y12m18d_16h00m.tif,362,C3,4,18,16,LCC1,2019-12-18T16:00:00Z,fulvestrant
1096,LCC1_egfp in co-culture_C3_8_2019y12m16d_18h00m.tif,314,C3,8,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
1097,LCC1_egfp in co-culture_C4_8_2019y12m17d_18h00m.tif,272,C4,8,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
1098,LCC1_egfp in co-culture_C2_7_2019y12m17d_16h00m.tif,926,C2,7,17,16,LCC1,2019-12-17T16:00:00Z,vehicle
1099,LCC1_egfp in co-culture_C4_8_2019y12m17d_08h00m.tif,271,C4,8,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
1100,LCC1_egfp in co-culture_C2_7_2019y12m17d_06h00m.tif,925,C2,7,17,6,LCC1,2019-12-17T06:00:00Z,vehicle
1101,LCC1_egfp in co-culture_C1_9_2019y12m18d_02h00m.tif,674,C1,9,18,2,LCC1,2019-12-18T02:00:00Z,vehicle
1102,LCC1_egfp in co-culture_C1_9_2019y12m18d_12h00m.tif,721,C1,9,18,12,LCC1,2019-12-18T12:00:00Z,vehicle
1103,LCC1_egfp in co-culture_C4_5_2019y12m11d_02h00m.tif,291,C4,5,11,2,LCC1,2019-12-11T02:00:00Z,fulvestrant
1104,LCC1_egfp in co-culture_C4_5_2019y12m11d_12h00m.tif,316,C4,5,11,12,LCC1,2019-12-11T12:00:00Z,fulvestrant
1105,LCC1_egfp in co-culture_C1_3_2019y12m10d_22h00m.tif,334,C1,3,10,22,LCC1,2019-12-10T22:00:00Z,vehicle
1106,LCC1_egfp in co-culture_C2_7_2019y12m17d_20h00m.tif,950,C2,7,17,20,LCC1,2019-12-17T20:00:00Z,vehicle
1107,LCC1_egfp in co-culture_C2_4_2019y12m19d_12h00m.tif,1352,C2,4,19,12,LCC1,2019-12-19T12:00:00Z,vehicle
1108,LCC1_egfp in co-culture_C2_4_2019y12m19d_02h00m.tif,1309,C2,4,19,2,LCC1,2019-12-19T02:00:00Z,vehicle
1109,LCC1_egfp in co-culture_C4_7_2019y12m17d_02h00m.tif,374,C4,7,17,2,LCC1,2019-12-17T02:00:00Z,fulvestrant
1110,LCC1_egfp in co-culture_C1_8_2019y12m10d_16h00m.tif,271,C1,8,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
1111,LCC1_egfp in co-culture_C2_5_2019y12m11d_20h00m.tif,366,C2,5,11,20,LCC1,2019-12-11T20:00:00Z,vehicle
1112,LCC1_egfp in co-culture_C1_1_2019y12m16d_22h00m.tif,701,C1,1,16,22,LCC1,2019-12-16T22:00:00Z,vehicle
1113,LCC1_egfp in co-culture_C4_7_2019y12m17d_12h00m.tif,378,C4,7,17,12,LCC1,2019-12-17T12:00:00Z,fulvestrant
1114,LCC1_egfp in co-culture_C1_2_2019y12m18d_10h00m.tif,1006,C1,2,18,10,LCC1,2019-12-18T10:00:00Z,vehicle
1115,LCC1_egfp in co-culture_C3_4_2019y12m18d_20h00m.tif,351,C3,4,18,20,LCC1,2019-12-18T20:00:00Z,fulvestrant
1116,LCC1_egfp in co-culture_C1_6_2019y12m18d_18h00m.tif,1497,C1,6,18,18,LCC1,2019-12-18T18:00:00Z,vehicle
1117,LCC1_egfp in co-culture_C1_2_2019y12m18d_00h00m.tif,974,C1,2,18,0,LCC1,2019-12-18T00:00:00Z,vehicle
1118,LCC1_egfp in co-culture_C1_6_2019y12m18d_08h00m.tif,1471,C1,6,18,8,LCC1,2019-12-18T08:00:00Z,vehicle
1119,LCC1_egfp in co-culture_C1_1_2019y12m11d_08h00m.tif,239,C1,1,11,8,LCC1,2019-12-11T08:00:00Z,vehicle
1120,LCC1_egfp in co-culture_C1_5_2019y12m11d_00h00m.tif,328,C1,5,11,0,LCC1,2019-12-11T00:00:00Z,vehicle
1121,LCC1_egfp in co-culture_C4_3_2019y12m10d_20h00m.tif,220,C4,3,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
1122,LCC1_egfp in co-culture_C1_1_2019y12m11d_18h00m.tif,224,C1,1,11,18,LCC1,2019-12-11T18:00:00Z,vehicle
1123,LCC1_egfp in co-culture_C3_3_2019y12m11d_20h00m.tif,139,C3,3,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
1124,LCC1_egfp in co-culture_C1_5_2019y12m11d_10h00m.tif,380,C1,5,11,10,LCC1,2019-12-11T10:00:00Z,vehicle
1125,LCC1_egfp in co-culture_C2_2_2019y12m18d_20h00m.tif,714,C2,2,18,20,LCC1,2019-12-18T20:00:00Z,vehicle
1126,LCC1_egfp in co-culture_C1_4_2019y12m12d_00h00m.tif,342,C1,4,12,0,LCC1,2019-12-12T00:00:00Z,vehicle
1127,LCC1_egfp in co-culture_C3_8_2019y12m11d_04h00m.tif,134,C3,8,11,4,LCC1,2019-12-11T04:00:00Z,fulvestrant
1128,LCC1_egfp in co-culture_C1_7_2019y12m17d_00h00m.tif,1099,C1,7,17,0,LCC1,2019-12-17T00:00:00Z,vehicle
1129,LCC1_egfp in co-culture_C1_3_2019y12m17d_08h00m.tif,1283,C1,3,17,8,LCC1,2019-12-17T08:00:00Z,vehicle
1130,LCC1_egfp in co-culture_C3_1_2019y12m17d_20h00m.tif,307,C3,1,17,20,LCC1,2019-12-17T20:00:00Z,fulvestrant
1131,LCC1_egfp in co-culture_C1_7_2019y12m17d_10h00m.tif,1250,C1,7,17,10,LCC1,2019-12-17T10:00:00Z,vehicle
1132,LCC1_egfp in co-culture_C3_8_2019y12m11d_14h00m.tif,149,C3,8,11,14,LCC1,2019-12-11T14:00:00Z,fulvestrant
1133,LCC1_egfp in co-culture_C4_1_2019y12m16d_20h00m.tif,314,C4,1,16,20,LCC1,2019-12-16T20:00:00Z,fulvestrant
1134,LCC1_egfp in co-culture_C1_3_2019y12m17d_18h00m.tif,1269,C1,3,17,18,LCC1,2019-12-17T18:00:00Z,vehicle
1135,LCC1_egfp in co-culture_C3_2_2019y12m19d_12h00m.tif,215,C3,2,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
1136,LCC1_egfp in co-culture_C2_9_2019y12m18d_14h00m.tif,928,C2,9,18,14,LCC1,2019-12-18T14:00:00Z,vehicle
1137,LCC1_egfp in co-culture_C4_2_2019y12m18d_12h00m.tif,443,C4,2,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
1138,LCC1_egfp in co-culture_C2_9_2019y12m18d_04h00m.tif,986,C2,9,18,4,LCC1,2019-12-18T04:00:00Z,vehicle
1139,LCC1_egfp in co-culture_C3_2_2019y12m19d_02h00m.tif,200,C3,2,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
1140,LCC1_egfp in co-culture_C4_2_2019y12m18d_02h00m.tif,441,C4,2,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
1141,LCC1_egfp in co-culture_C2_8_2019y12m18d_20h00m.tif,861,C2,8,18,20,LCC1,2019-12-18T20:00:00Z,vehicle
1142,LCC1_egfp in co-culture_C1_5_2019y12m19d_06h00m.tif,1489,C1,5,19,6,LCC1,2019-12-19T06:00:00Z,vehicle
1143,LCC1_egfp in co-culture_C4_9_2019y12m10d_20h00m.tif,287,C4,9,10,20,LCC1,2019-12-10T20:00:00Z,fulvestrant
1144,LCC1_egfp in co-culture_C3_9_2019y12m11d_20h00m.tif,177,C3,9,11,20,LCC1,2019-12-11T20:00:00Z,fulvestrant
1145,LCC1_egfp in co-culture_C2_3_2019y12m18d_14h00m.tif,1247,C2,3,18,14,LCC1,2019-12-18T14:00:00Z,vehicle
1146,LCC1_egfp in co-culture_C3_8_2019y12m19d_12h00m.tif,379,C3,8,19,12,LCC1,2019-12-19T12:00:00Z,fulvestrant
1147,LCC1_egfp in co-culture_C4_8_2019y12m18d_12h00m.tif,263,C4,8,18,12,LCC1,2019-12-18T12:00:00Z,fulvestrant
1148,LCC1_egfp in co-culture_C3_8_2019y12m19d_02h00m.tif,364,C3,8,19,2,LCC1,2019-12-19T02:00:00Z,fulvestrant
1149,LCC1_egfp in co-culture_C2_3_2019y12m18d_04h00m.tif,1190,C2,3,18,4,LCC1,2019-12-18T04:00:00Z,vehicle
1150,LCC1_egfp in co-culture_C4_8_2019y12m18d_02h00m.tif,242,C4,8,18,2,LCC1,2019-12-18T02:00:00Z,fulvestrant
1151,LCC1_egfp in co-culture_C3_2_2019y12m11d_04h00m.tif,203,C3,2,11,4,LCC1,2019-12-11T04:00:00Z,fulvestrant
1152,LCC1_egfp in co-culture_C1_9_2019y12m17d_08h00m.tif,669,C1,9,17,8,LCC1,2019-12-17T08:00:00Z,vehicle
1153,LCC1_egfp in co-culture_C3_2_2019y12m11d_14h00m.tif,209,C3,2,11,14,LCC1,2019-12-11T14:00:00Z,fulvestrant
1154,LCC1_egfp in co-culture_C1_9_2019y12m17d_18h00m.tif,736,C1,9,17,18,LCC1,2019-12-17T18:00:00Z,vehicle
1155,LCC1_egfp in co-culture_C4_5_2019y12m19d_14h00m.tif,342,C4,5,19,14,LCC1,2019-12-19T14:00:00Z,fulvestrant
1156,LCC1_egfp in co-culture_C3_5_2019y12m18d_14h00m.tif,382,C3,5,18,14,LCC1,2019-12-18T14:00:00Z,fulvestrant
1157,LCC1_egfp in co-culture_C4_5_2019y12m19d_04h00m.tif,314,C4,5,19,4,LCC1,2019-12-19T04:00:00Z,fulvestrant
1158,LCC1_egfp in co-culture_C3_5_2019y12m18d_04h00m.tif,374,C3,5,18,4,LCC1,2019-12-18T04:00:00Z,fulvestrant
1159,LCC1_egfp in co-culture_C2_4_2019y12m11d_04h00m.tif,311,C2,4,11,4,LCC1,2019-12-11T04:00:00Z,vehicle
1160,LCC1_egfp in co-culture_C1_9_2019y12m10d_22h00m.tif,250,C1,9,10,22,LCC1,2019-12-10T22:00:00Z,vehicle
1161,LCC1_egfp in co-culture_C2_4_2019y12m11d_14h00m.tif,380,C2,4,11,14,LCC1,2019-12-11T14:00:00Z,vehicle
1162,LCC1_egfp in co-culture_C1_8_2019y12m18d_10h00m.tif,653,C1,8,18,10,LCC1,2019-12-18T10:00:00Z,vehicle
1163,LCC1_egfp in co-culture_C1_8_2019y12m18d_00h00m.tif,652,C1,8,18,0,LCC1,2019-12-18T00:00:00Z,vehicle
1164,LCC1_egfp in co-culture_C2_6_2019y12m17d_04h00m.tif,878,C2,6,17,4,LCC1,2019-12-17T04:00:00Z,vehicle
1165,LCC1_egfp in co-culture_C1_2_2019y12m10d_16h00m.tif,374,C1,2,10,16,LCC1,2019-12-10T16:00:00Z,vehicle
1166,LCC1_egfp in co-culture_C2_6_2019y12m17d_14h00m.tif,1016,C2,6,17,14,LCC1,2019-12-17T14:00:00Z,vehicle
1167,LCC1_egfp in co-culture_C2_2_2019y12m19d_00h00m.tif,748,C2,2,19,0,LCC1,2019-12-19T00:00:00Z,vehicle
1168,LCC1_egfp in co-culture_C3_9_2019y12m18d_06h00m.tif,283,C3,9,18,6,LCC1,2019-12-18T06:00:00Z,fulvestrant
1169,LCC1_egfp in co-culture_C4_9_2019y12m19d_06h00m.tif,329,C4,9,19,6,LCC1,2019-12-19T06:00:00Z,fulvestrant
1170,LCC1_egfp in co-culture_C2_6_2019y12m19d_08h00m.tif,941,C2,6,19,8,LCC1,2019-12-19T08:00:00Z,vehicle
1171,LCC1_egfp in co-culture_C3_9_2019y12m18d_16h00m.tif,273,C3,9,18,16,LCC1,2019-12-18T16:00:00Z,fulvestrant
1172,LCC1_egfp in co-culture_C2_2_2019y12m19d_10h00m.tif,763,C2,2,19,10,LCC1,2019-12-19T10:00:00Z,vehicle
1173,LCC1_egfp in co-culture_C4_2_2019y12m12d_00h00m.tif,234,C4,2,12,0,LCC1,2019-12-12T00:00:00Z,fulvestrant
1174,LCC1_egfp in co-culture_C4_7_2019y12m11d_18h00m.tif,268,C4,7,11,18,LCC1,2019-12-11T18:00:00Z,fulvestrant
1175,LCC1_egfp in co-culture_C2_8_2019y12m11d_16h00m.tif,253,C2,8,11,16,LCC1,2019-12-11T16:00:00Z,vehicle
1176,LCC1_egfp in co-culture_C2_1_2019y12m17d_22h00m.tif,1150,C2,1,17,22,LCC1,2019-12-17T22:00:00Z,vehicle
1177,LCC1_egfp in co-culture_C1_5_2019y12m10d_20h00m.tif,324,C1,5,10,20,LCC1,2019-12-10T20:00:00Z,vehicle
1178,LCC1_egfp in co-culture_C3_7_2019y12m10d_18h00m.tif,253,C3,7,10,18,LCC1,2019-12-10T18:00:00Z,fulvestrant
1179,LCC1_egfp in co-culture_C4_3_2019y12m11d_10h00m.tif,248,C4,3,11,10,LCC1,2019-12-11T10:00:00Z,fulvestrant
1180,LCC1_egfp in co-culture_C4_7_2019y12m11d_08h00m.tif,259,C4,7,11,8,LCC1,2019-12-11T08:00:00Z,fulvestrant
1181,LCC1_egfp in co-culture_C2_8_2019y12m11d_06h00m.tif,193,C2,8,11,6,LCC1,2019-12-11T06:00:00Z,vehicle
1182,LCC1_egfp in co-culture_C4_3_2019y12m11d_00h00m.tif,239,C4,3,11,0,LCC1,2019-12-11T00:00:00Z,fulvestrant
1183,LCC1_egfp in co-culture_C1_4_2019y12m18d_02h00m.tif,1257,C1,4,18,2,LCC1,2019-12-18T02:00:00Z,vehicle
1184,LCC1_egfp in co-culture_C3_2_2019y12m18d_22h00m.tif,197,C3,2,18,22,LCC1,2019-12-18T22:00:00Z,fulvestrant
1185,LCC1_egfp in co-culture_C1_4_2019y12m18d_12h00m.tif,1280,C1,4,18,12,LCC1,2019-12-18T12:00:00Z,vehicle
1186,LCC1_egfp in co-culture_C3_5_2019y12m16d_18h00m.tif,355,C3,5,16,18,LCC1,2019-12-16T18:00:00Z,fulvestrant
1187,LCC1_egfp in co-culture_C4_1_2019y12m17d_10h00m.tif,296,C4,1,17,10,LCC1,2019-12-17T10:00:00Z,fulvestrant
1188,LCC1_egfp in co-culture_C4_5_2019y12m17d_18h00m.tif,324,C4,5,17,18,LCC1,2019-12-17T18:00:00Z,fulvestrant
1189,LCC1_egfp in co-culture_C1_7_2019y12m16d_20h00m.tif,1062,C1,7,16,20,LCC1,2019-12-16T20:00:00Z,vehicle
1190,LCC1_egfp in co-culture_C2_3_2019y12m11d_22h00m.tif,288,C2,3,11,22,LCC1,2019-12-11T22:00:00Z,vehicle
1191,LCC1_egfp in co-culture_C4_1_2019y12m17d_00h00m.tif,320,C4,1,17,0,LCC1,2019-12-17T00:00:00Z,fulvestrant
1192,LCC1_egfp in co-culture_C4_5_2019y12m17d_08h00m.tif,348,C4,5,17,8,LCC1,2019-12-17T08:00:00Z,fulvestrant
1193,LCC1_egfp in co-culture_C1_9_2019y12m19d_04h00m.tif,672,C1,9,19,4,LCC1,2019-12-19T04:00:00Z,vehicle
1194,LCC1_egfp in co-culture_C2_4_2019y12m18d_22h00m.tif,1366,C2,4,18,22,LCC1,2019-12-18T22:00:00Z,vehicle
1195,LCC1_egfp in co-culture_C1_9_2019y12m19d_14h00m.tif,602,C1,9,19,14,LCC1,2019-12-19T14:00:00Z,vehicle
1196,LCC1_egfp in co-culture_C1_3_2019y12m11d_12h00m.tif,338,C1,3,11,12,LCC1,2019-12-11T12:00:00Z,vehicle
1197,LCC1_egfp in co-culture_C3_5_2019y12m11d_22h00m.tif,309,C3,5,11,22,LCC1,2019-12-11T22:00:00Z,fulvestrant
1198,LCC1_egfp in co-culture_C4_5_2019y12m10d_22h00m.tif,291,C4,5,10,22,LCC1,2019-12-10T22:00:00Z,fulvestrant
1199,LCC1_egfp in co-culture_C2_3_2019y12m16d_18h00m.tif,1152,C2,3,16,18,LCC1,2019-12-16T18:00:00Z,vehicle
1200,LCC1_egfp in co-culture_C1_3_2019y12m11d_02h00m.tif,337,C1,3,11,2,LCC1,2019-12-11T02:00:00Z,vehicle
1201,LCC1_egfp in co-culture_C4_4_2019y12m18d_00h00m.tif,237,C4,4,18,0,LCC1,2019-12-18T00:00:00Z,fulvestrant
1202,LCC1_egfp in co-culture_C3_4_2019y12m19d_00h00m.tif,369,C3,4,19,0,LCC1,2019-12-19T00:00:00Z,fulvestrant
1203,LCC1_egfp in co-culture_C4_4_2019y12m18d_10h00m.tif,241,C4,4,18,10,LCC1,2019-12-18T10:00:00Z,fulvestrant
1204,LCC1_egfp in co-culture_C3_4_2019y12m19d_10h00m.tif,373,C3,4,19,10,LCC1,2019-12-19T10:00:00Z,fulvestrant
