par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[119,1]",10162.050892479978,7.745588246457163,1085.8019477150463,8198.975873498159,9404.77086599356,10098.7582299483,10846.345973730611,12456.076517872092,19651.351332674014,1.000149027270715
"y_rep[120,1]",10250.090084989584,7.674792229917773,1094.658819237062,8266.123217864266,9498.805377413326,10188.813059476266,10949.285327359867,12574.639948139564,20343.435968650232,0.9999110173628765
"y_rep[121,1]",10318.716310669892,7.808236140522447,1096.2136800872952,8339.000656827986,9552.825820373937,10260.999539741362,11018.29634902078,12636.030096633567,19709.906178825844,1.0000385478683282
"y_rep[122,1]",10390.749917946509,7.863827739105574,1101.334989355798,8408.587718574898,9626.251162481894,10335.383837892263,11104.123971668936,12723.68998801142,19614.213167665952,1.0001234390931302
"y_rep[123,1]",10455.604764613454,7.762424631648998,1115.6559285511578,8469.738096705449,9668.983531742044,10388.72431653095,11157.792649242605,12847.887039712305,20656.92925946355,1.0002708072620525
"y_rep[124,1]",10522.8560314545,7.913812181893393,1115.8005621252744,8503.630167268519,9744.552090868478,10460.360962826737,11239.591913172271,12876.53148095857,19879.326826792294,1.0001537041542243
"y_rep[125,1]",10598.734637720507,7.935945960853566,1120.9766277927358,8553.057346439064,9826.289382356212,10548.484568630603,11312.911267286496,12959.202554092146,19952.426134463243,0.9999637884955882
"y_rep[126,1]",10650.50662807878,8.034562827958721,1126.7661996363327,8607.611060866597,9861.297410015452,10592.08653815556,11365.793478387784,13055.198996288525,19667.226483484374,0.9999613672827242
"y_rep[127,1]",10716.568608287214,8.210220895878484,1142.1364428941488,8642.593930430776,9925.824393133806,10654.566471579714,11444.683237763818,13128.177420005395,19352.019555675142,1.000010842833955
"y_rep[128,1]",10776.311311818106,8.153819593772667,1145.2104491207513,8696.59795285129,9972.17014962781,10721.382297280616,11513.080891689198,13200.901959860425,19726.425984552796,0.9998470070317219
"y_rep[129,1]",10848.045348735344,8.268491301221607,1150.4702335470026,8748.799328118279,10050.264220597755,10793.379638727545,11579.351923876866,13256.39168350962,19359.682267562504,1.0000304799946707
"y_rep[130,1]",10922.152800490507,8.192359019292827,1150.1231170829333,8825.238872841359,10127.616859420164,10870.390647889191,11662.29952650346,13314.792717217968,19709.277876374526,1.0000420173719855
"y_rep[131,1]",10973.424079194594,8.31329639759801,1172.8247307665006,8839.24651581693,10157.58897310564,10927.4110753115,11721.23022740148,13424.346531737918,19903.053048358528,0.9998670498695594
"y_rep[132,1]",11026.672907306302,8.253442971826587,1168.0104286360342,8903.973773204287,10211.067844321631,10977.746643531365,11769.549073251703,13479.969924258397,20027.333561085958,0.9999438881400113
lp__,252.43526802758257,0.016024508928510307,1.4246943893330186,248.86718344915616,251.7104221544402,252.75564456630977,253.49582419116132,254.2390997229038,7904.492088509932,1.0002334724690272
