par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[40,1,1]",5458.447979434326,3.250664413503978,455.82231000223794,4620.48047060809,5138.348357016002,5438.970576657286,5758.3511466732725,6392.105122550391,19662.86881178882,0.9998996722152332
"y_rep[40,2,1]",9270.2606060323,5.408330433682041,770.8039953590941,7852.115156521516,8735.568751066005,9240.763783617382,9765.323412287922,10865.280905873602,20312.411137337873,0.9999858768376143
"y_rep[41,1,1]",5558.735624913442,3.264231814696739,459.0701308086671,4716.225389966648,5240.160125368966,5538.047893498067,5856.642699189174,6509.872563027366,19778.62454639833,1.0000307317150592
"y_rep[41,2,1]",9417.024132586592,5.5787587392682605,784.3705000068022,7978.524987833499,8867.08866319743,9389.135125686236,9929.462126416372,11056.858340805671,19768.20985575858,0.9998784441606556
"y_rep[42,1,1]",5649.925028820571,3.3459407686465976,469.0593733816315,4791.150585466173,5322.38984429877,5627.4838010319145,5958.1249663495055,6617.726242756977,19652.560452211044,0.9999829602288458
"y_rep[42,2,1]",9544.298282407706,5.607241072077912,792.225129527487,8092.890032249401,9000.678839092265,9514.085183035077,10055.713342952033,11191.253038047538,19961.75735112175,1.0000638192508204
"y_rep[43,1,1]",5747.313810778621,3.3748788998889543,474.9644065824983,4875.935830020294,5418.559507037564,5727.3705889747225,6053.271086697843,6733.859942211405,19806.408998498395,0.9998518937585839
"y_rep[43,2,1]",9690.504610620446,5.719461595173063,804.290540066211,8209.99525479443,9139.546542224878,9658.303356971306,10212.22639138214,11357.188183915794,19774.960512580026,0.9998872540178606
"y_rep[44,1,1]",5838.9963420673,3.351196253330923,480.541099088881,4961.409465434899,5502.293550258991,5818.960883009203,6151.503857614834,6839.459947625069,20561.8104423965,0.9999622163663456
"y_rep[44,2,1]",9824.910865940112,5.952170431807051,824.2642048279826,8314.879279964041,9253.700976733458,9795.377260034964,10352.755859521005,11545.35223562368,19177.06605758474,1.0000705922789934
"y_rep[45,1,1]",5942.913902121655,3.469541800079654,492.4897435954588,5042.634081373334,5602.742488498315,5919.397199969263,6258.879432234115,6976.806995101611,20148.84392158117,0.9998752618927366
"y_rep[45,2,1]",9959.73663919029,5.897178899248593,826.8392010583146,8443.897756087383,9389.928646798071,9916.047843320543,10499.300089488166,11694.1094889343,19658.641892053314,0.9998841801361946
"y_rep[46,1,1]",6032.767127854835,3.502309646946913,496.27609965128755,5120.3581072133675,5685.083238536849,6015.418952872789,6356.6257467222995,7067.341976697686,20078.79473360874,1.0000663815782425
"y_rep[46,2,1]",10081.794432460238,5.9982680883527335,836.4938106531514,8518.927599514485,9503.85663054657,10054.216411917521,10622.746670682372,11802.092321133478,19447.9450665968,1.0000221307614166
"y_rep[47,1,1]",6127.033559196075,3.593668371705747,508.3899374261712,5193.332546569924,5777.30236456263,6106.10684391352,6454.963445446948,7186.021625430984,20013.262750550315,0.9998551446949698
"y_rep[47,2,1]",10212.595477700332,5.971358129859091,849.5218452091724,8653.521410877534,9626.406569452196,10175.865031274223,10757.163018386034,11972.080933413596,20239.643798673616,0.9999599887412093
"y_rep[48,1,1]",6225.241700808571,3.6470862765217533,513.9584935265667,5268.957356250117,5864.882811593003,6203.263630675225,6557.9018301273645,7292.051533213898,19859.303844019745,0.9998736350828328
